task_id,task_name,task_type,incumbents_responding,date,domain_source,task_percentage_all,num_jobs_sharing_task,task_percentage_job,task_cluster,feedback_loop,directive,task_iteration,validation,learning,filtered,soc_code,soc_major_group,job_name,job_family,is_bright,is_green,job_zone,median_salary,job_forcast,chance_auto,wage_group,job_forecast,chance_auto_clean,is_bright_clean,is_green_clean,task_automation_score,task_augmentation_score,task_interaction_score_total,interaction_values_complete,all_interactions_zero,valid_q2_observation,task_automation_share,task_augmentation_share,task_ai_role_balance,task_automation_exposure_pct,task_augmentation_exposure_pct,q2_classified_exposure_pct,feedback_loop_share,feedback_loop_exposure_pct,directive_share,directive_exposure_pct,task_iteration_share,task_iteration_exposure_pct,validation_share,validation_exposure_pct,learning_share,learning_exposure_pct,occupation_ai_exposure_pct,occupation_total_task_count,occupation_valid_q2_task_count,occupation_classified_exposure_pct,occupation_automation_exposure_pct,occupation_augmentation_exposure_pct,occupation_feedback_loop_exposure_pct,occupation_directive_exposure_pct,occupation_task_iteration_exposure_pct,occupation_validation_exposure_pct,occupation_learning_exposure_pct,occupation_orientation_denominator,occupation_automation_orientation,occupation_augmentation_orientation,occupation_ai_role_balance,occupation_classification_coverage,occupation_feedback_loop_share,occupation_directive_share,occupation_task_iteration_share,occupation_validation_share,occupation_learning_share,salary_quartile,task_ai_exposure_pct,task_observed_job_count,occupation_row_flag,task_row_flag,job_task_row_flag,valid_q2_row_flag
15375,Formulate or implement sustainability campaign or marketing strategies.,Core,26,07/2013,Occupational Expert,0.005032682,1,0.005123974,"Finance, Sales & Marketing",0,0,0.489795918,0,0,0.510204082,11-1011.03,11,Chief Sustainability Officers,Management,FALSE,TRUE,5,189600,16800,-1,Chief Executives,16800,,FALSE,TRUE,0,0.489795918,0.489795918,TRUE,FALSE,FALSE,,,,,,0,,,,,,,,,,,0.025097015,5,4,0.019973041,0.004138751931837895,0.015834289068162106,0,0.004138751931837895,0.011993051532479877,0,0.0038412375356822277,0.019973041,0.2072169146319729,0.7927830853680271,0.5855661707360542,0.7958333291827734,0,0.2072169146319729,0.6004619693355597,0,0.19232111603246735,Q4 Higher,0.005032682,1,0,1,1,0
15376,"Research environmental sustainability issues, concerns, or stakeholder interests.",Core,26,07/2013,Occupational Expert,0.005854344,1,0.005960541,"Research, Data & Documentation",0,0,0.280701754,0,0.50877193,0.210526316,11-1011.03,11,Chief Sustainability Officers,Management,FALSE,TRUE,5,189600,16800,-1,Chief Executives,16800,,FALSE,TRUE,0,0.7894736840000001,0.7894736840000001,TRUE,FALSE,TRUE,0,1,1,0,0.005960541,0.005960541,0,0,0,0,0.35555555516148146,0.0021193034643177716,0,0,0.6444444448385185,0.0038412375356822277,0.025097015,5,4,0.019973041,0.004138751931837895,0.015834289068162106,0,0.004138751931837895,0.011993051532479877,0,0.0038412375356822277,0.019973041,0.2072169146319729,0.7927830853680271,0.5855661707360542,0.7958333291827734,0,0.2072169146319729,0.6004619693355597,0,0.19232111603246735,Q4 Higher,0.005854344,1,0,1,1,1
15378,"Develop sustainability reports, presentations, or proposals for supplier, employee, academia, media, government, public interest, or other groups.",Core,26,07/2013,Occupational Expert,0.003800188,1,0.003869123,"Research, Data & Documentation",0,0.432432432,0.486486487,0,0,0.081081081,11-1011.03,11,Chief Sustainability Officers,Management,FALSE,TRUE,5,189600,16800,-1,Chief Executives,16800,,FALSE,TRUE,0.432432432,0.486486487,0.918918919,TRUE,FALSE,TRUE,0.4705882347820069,0.5294117652179932,0.05882353043598626,0.0018207637627244628,0.0020483592372755374,0.003869123,0,0,0.4705882347820069,0.0018207637627244628,0.5294117652179932,0.0020483592372755374,0,0,0,0,0.025097015,5,4,0.019973041,0.004138751931837895,0.015834289068162106,0,0.004138751931837895,0.011993051532479877,0,0.0038412375356822277,0.019973041,0.2072169146319729,0.7927830853680271,0.5855661707360542,0.7958333291827734,0,0.2072169146319729,0.6004619693355597,0,0.19232111603246735,Q4 Higher,0.003800188,1,0,1,1,1
15380,"Develop, or oversee the development of, marketing or outreach media for sustainability projects or events.",Core,26,07/2013,Occupational Expert,0.004108312,1,0.004182836,"Finance, Sales & Marketing",0,0,0.575,0,0,0.425,11-1011.03,11,Chief Sustainability Officers,Management,FALSE,TRUE,5,189600,16800,-1,Chief Executives,16800,,FALSE,TRUE,0,0.575,0.575,TRUE,FALSE,TRUE,0,1,1,0,0.004182836,0.004182836,0,0,0,0,1,0.004182836,0,0,0,0,0.025097015,5,4,0.019973041,0.004138751931837895,0.015834289068162106,0,0.004138751931837895,0.011993051532479877,0,0.0038412375356822277,0.019973041,0.2072169146319729,0.7927830853680271,0.5855661707360542,0.7958333291827734,0,0.2072169146319729,0.6004619693355597,0,0.19232111603246735,Q4 Higher,0.004108312,1,0,1,1,1
945,"Develop or implement product-marketing strategies, including advertising campaigns or sales promotions.",Supplemental,158,07/2015,Incumbent,0.00184874,1,0.001882276,"Finance, Sales & Marketing",0,0,0,0,0,1,11-1021.00,11,General and Operations Managers,Management,TRUE,TRUE,4,100930,230000,16,,230000,16,TRUE,TRUE,0,0,0,TRUE,TRUE,FALSE,,,,,,0,,,,,,,,,,,0.039318658,3,1,0.033462688,0.015328069987096774,0.018134618012903225,0.00323832464516129,0.012089745341935482,0.009067309006451613,0.0034542129548387093,0.005613096051612903,0.033462688,0.45806451612903226,0.5419354838709678,0.08387096774193553,0.8510638384453507,0.0967741935483871,0.36129032258064514,0.2709677419354839,0.1032258064516129,0.16774193548387098,Q4 Higher,0.00184874,1,1,1,1,0
20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",Core,157,07/2015,Incumbent,0.032866492,1,0.033462688,"Finance, Sales & Marketing",0.09375,0.35,0.2625,0.1,0.1625,0.03125,11-1021.00,11,General and Operations Managers,Management,TRUE,TRUE,4,100930,230000,16,,230000,16,TRUE,TRUE,0.44375,0.525,0.96875,TRUE,FALSE,TRUE,0.45806451612903226,0.5419354838709678,0.08387096774193553,0.015328069987096774,0.018134618012903225,0.033462688,0.0967741935483871,0.00323832464516129,0.36129032258064514,0.012089745341935482,0.2709677419354839,0.009067309006451613,0.1032258064516129,0.0034542129548387093,0.16774193548387098,0.005613096051612903,0.039318658,3,1,0.033462688,0.015328069987096774,0.018134618012903225,0.00323832464516129,0.012089745341935482,0.009067309006451613,0.0034542129548387093,0.005613096051612903,0.033462688,0.45806451612903226,0.5419354838709678,0.08387096774193553,0.8510638384453507,0.0967741935483871,0.36129032258064514,0.2709677419354839,0.1032258064516129,0.16774193548387098,Q4 Higher,0.032866492,1,0,1,1,1
20707,Set prices or credit terms for goods or services based on forecasts of customer demand.,Supplemental,158,07/2015,Incumbent,0.003902896,1,0.003973694,"Finance, Sales & Marketing",0,0,0.394736842,0,0,0.605263158,11-1021.00,11,General and Operations Managers,Management,TRUE,TRUE,4,100930,230000,16,,230000,16,TRUE,TRUE,0,0.394736842,0.394736842,TRUE,FALSE,FALSE,,,,,,0,,,,,,,,,,,0.039318658,3,1,0.033462688,0.015328069987096774,0.018134618012903225,0.00323832464516129,0.012089745341935482,0.009067309006451613,0.0034542129548387093,0.005613096051612903,0.033462688,0.45806451612903226,0.5419354838709678,0.08387096774193553,0.8510638384453507,0.0967741935483871,0.36129032258064514,0.2709677419354839,0.1032258064516129,0.16774193548387098,Q4 Higher,0.003902896,1,0,1,1,0
3224,"Plan and prepare advertising and promotional material to increase sales of products or services, working with customers, company officials, sales departments, and advertising agencies.",Core,61,06/2010,Incumbent,0.055873037,1,0.056886569,"Finance, Sales & Marketing",0.029411765,0.294117647,0.59375,0,0.053308824,0.029411765,11-2011.00,11,Advertising and Promotions Managers,Management,FALSE,FALSE,4,117130,2700,4,,2700,4,FALSE,FALSE,0.32352941199999996,0.647058824,0.970588236,TRUE,FALSE,TRUE,0.3333333333333333,0.6666666666666667,0.3333333333333334,0.018962189666666664,0.037924379333333334,0.056886569,0.030303030584022037,0.0017238354402270798,0.30303030274931125,0.017238354226439583,0.6117424237975206,0.0347999276015849,0,0,0.054924242869146,0.003124451731748432,0.114295992,6,3,0.105093753,0.0362248210951924,0.06886893190480761,0.005369360079653269,0.030855461015539126,0.04944684051313865,0.0016083196938644954,0.01781377169780446,0.10509375300000001,0.34469052689737323,0.6553094731026268,0.31061894620525354,0.9194876492257051,0.05109114411066154,0.2935993827867116,0.47050218592097137,0.015303665993015733,0.1695036211886396,Q4 Higher,0.055873037,1,1,1,1,1
3226,"Inspect layouts and advertising copy and edit scripts, audio and video tapes, and other promotional material for adherence to specifications.",Core,62,06/2010,Incumbent,0.002567695,1,0.002614272,"Finance, Sales & Marketing",0,0,0,0,0,1,11-2011.00,11,Advertising and Promotions Managers,Management,FALSE,FALSE,4,117130,2700,4,,2700,4,FALSE,FALSE,0,0,0,TRUE,TRUE,FALSE,,,,,,0,,,,,,,,,,,0.114295992,6,3,0.105093753,0.0362248210951924,0.06886893190480761,0.005369360079653269,0.030855461015539126,0.04944684051313865,0.0016083196938644954,0.01781377169780446,0.10509375300000001,0.34469052689737323,0.6553094731026268,0.31061894620525354,0.9194876492257051,0.05109114411066154,0.2935993827867116,0.47050218592097137,0.015303665993015733,0.1695036211886396,Q4 Higher,0.002567695,1,0,1,1,0
3230,Gather and organize information to plan advertising campaigns.,Core,62,06/2010,Incumbent,0.004313727,1,0.004391978,"Finance, Sales & Marketing",0,0.452380952,0,0,0,0.547619048,11-2011.00,11,Advertising and Promotions Managers,Management,FALSE,FALSE,4,117130,2700,4,,2700,4,FALSE,FALSE,0.452380952,0,0.452380952,TRUE,FALSE,FALSE,,,,,,0,,,,,,,,,,,0.114295992,6,3,0.105093753,0.0362248210951924,0.06886893190480761,0.005369360079653269,0.030855461015539126,0.04944684051313865,0.0016083196938644954,0.01781377169780446,0.10509375300000001,0.34469052689737323,0.6553094731026268,0.31061894620525354,0.9194876492257051,0.05109114411066154,0.2935993827867116,0.47050218592097137,0.015303665993015733,0.1695036211886396,Q4 Higher,0.004313727,1,0,1,1,0
3233,Monitor and analyze sales promotion results to determine cost effectiveness of promotion campaigns.,Supplemental,61,06/2010,Incumbent,0.045704966,1,0.04653405,"Finance, Sales & Marketing",0.076404494,0.285393258,0.271910112,0.033707865,0.307865169,0.024719101,11-2011.00,11,Advertising and Promotions Managers,Management,FALSE,FALSE,4,117130,2700,4,,2700,4,FALSE,FALSE,0.361797752,0.613483146,0.975280898,TRUE,FALSE,TRUE,0.3709677414393489,0.6290322585606511,0.25806451712130224,0.017262631428525733,0.029271418571474268,0.04653405,0.07834101350357833,0.0036455246394261893,0.29262672793577055,0.013617106789099543,0.27880184319984497,0.012973778911553746,0.03456221183981397,0.0016083196938644954,0.3156682035209922,0.014689319966056026,0.114295992,6,3,0.105093753,0.0362248210951924,0.06886893190480761,0.005369360079653269,0.030855461015539126,0.04944684051313865,0.0016083196938644954,0.01781377169780446,0.10509375300000001,0.34469052689737323,0.6553094731026268,0.31061894620525354,0.9194876492257051,0.05109114411066154,0.2935993827867116,0.47050218592097137,0.015303665993015733,0.1695036211886396,Q4 Higher,0.045704966,1,0,1,1,1
3234,"Read trade journals and professional literature to stay informed on trends, innovations, and changes that affect media planning.",Core,62,06/2010,Incumbent,0.002156864,1,0.002195989,Management & Coordination,0,0,0,0,0,1,11-2011.00,11,Advertising and Promotions Managers,Management,FALSE,FALSE,4,117130,2700,4,,2700,4,FALSE,FALSE,0,0,0,TRUE,TRUE,FALSE,,,,,,0,,,,,,,,,,,0.114295992,6,3,0.105093753,0.0362248210951924,0.06886893190480761,0.005369360079653269,0.030855461015539126,0.04944684051313865,0.0016083196938644954,0.01781377169780446,0.10509375300000001,0.34469052689737323,0.6553094731026268,0.31061894620525354,0.9194876492257051,0.05109114411066154,0.2935993827867116,0.47050218592097137,0.015303665993015733,0.1695036211886396,Q4 Higher,0.002156864,1,0,1,1,0
3245,Represent company at trade association meetings to promote products.,Core,62,06/2010,Incumbent,0.003286649,2,0.001673134,Communication & Support,0,0,0.5,0,0,0.5,11-2011.00,11,Advertising and Promotions Managers,Management,FALSE,FALSE,4,117130,2700,4,,2700,4,FALSE,FALSE,0,0.5,0.5,TRUE,FALSE,TRUE,0,1,1,0,0.001673134,0.001673134,0,0,0,0,1,0.001673134,0,0,0,0,0.114295992,6,3,0.105093753,0.0362248210951924,0.06886893190480761,0.005369360079653269,0.030855461015539126,0.04944684051313865,0.0016083196938644954,0.01781377169780446,0.10509375300000001,0.34469052689737323,0.6553094731026268,0.31061894620525354,0.9194876492257051,0.05109114411066154,0.2935993827867116,0.47050218592097137,0.015303665993015733,0.1695036211886396,Q4 Higher,0.003286649,1,0,1,1,1
950,"Develop pricing strategies, balancing firm objectives and customer satisfaction.",Core,117,07/2015,Incumbent,0.002978526,1,0.003032556,Communication & Support,0,0,0.517241379,0,0,0.482758621,11-2021.00,11,Marketing Managers,Management,TRUE,TRUE,4,134290,26000,1.4,,26000,1.4,TRUE,TRUE,0,0.517241379,0.517241379,TRUE,FALSE,TRUE,0,1,1,0,0.003032556,0.003032556,0,0,0,0,1,0.003032556,0,0,0,0,0.057409423,10,7,0.050298602,0.01365146357868903,0.03664713842131097,0,0.01365146357868903,0.022866918299106438,0,0.013780220122204527,0.050298602,0.27140840969474717,0.7285915903052528,0.4571831806105056,0.8761384346259672,0,0.27140840969474717,0.454623337227274,0,0.27396825307797873,Q4 Higher,0.002978526,1,1,1,1,1
951,"Identify, develop, or evaluate marketing strategy, based on knowledge of establishment objectives, market characteristics, and cost and markup factors.",Core,117,07/2015,Incumbent,0.002670402,1,0.002718843,"Finance, Sales & Marketing",0,0,0.576923077,0,0,0.423076923,11-2021.00,11,Marketing Managers,Management,TRUE,TRUE,4,134290,26000,1.4,,26000,1.4,TRUE,TRUE,0,0.576923077,0.576923077,TRUE,FALSE,TRUE,0,1,1,0,0.002718843,0.002718843,0,0,0,0,1,0.002718843,0,0,0,0,0.057409423,10,7,0.050298602,0.01365146357868903,0.03664713842131097,0,0.01365146357868903,0.022866918299106438,0,0.013780220122204527,0.050298602,0.27140840969474717,0.7285915903052528,0.4571831806105056,0.8761384346259672,0,0.27140840969474717,0.454623337227274,0,0.27396825307797873,Q4 Higher,0.002670402,1,0,1,1,1
952,"Evaluate the financial aspects of product development, such as budgets, expenditures, research and development appropriations, or return-on-investment and profit-loss projections.",Core,116,07/2015,Incumbent,0.002875818,1,0.002927985,"Finance, Sales & Marketing",0,0,0,0,0,1,11-2021.00,11,Marketing Managers,Management,TRUE,TRUE,4,134290,26000,1.4,,26000,1.4,TRUE,TRUE,0,0,0,TRUE,TRUE,FALSE,,,,,,0,,,,,,,,,,,0.057409423,10,7,0.050298602,0.01365146357868903,0.03664713842131097,0,0.01365146357868903,0.022866918299106438,0,0.013780220122204527,0.050298602,0.27140840969474717,0.7285915903052528,0.4571831806105056,0.8761384346259672,0,0.27140840969474717,0.454623337227274,0,0.27396825307797873,Q4 Higher,0.002875818,1,0,1,1,0
957,Compile lists describing product or service offerings.,Core,116,07/2015,Incumbent,0.001643325,1,0.001673134,"Research, Data & Documentation",0,0,0,0,0,1,11-2021.00,11,Marketing Managers,Management,TRUE,TRUE,4,134290,26000,1.4,,26000,1.4,TRUE,TRUE,0,0,0,TRUE,TRUE,FALSE,,,,,,0,,,,,,,,,,,0.057409423,10,7,0.050298602,0.01365146357868903,0.03664713842131097,0,0.01365146357868903,0.022866918299106438,0,0.013780220122204527,0.050298602,0.27140840969474717,0.7285915903052528,0.4571831806105056,0.8761384346259672,0,0.27140840969474717,0.454623337227274,0,0.27396825307797873,Q4 Higher,0.001643325,1,0,1,1,0
960,"Confer with legal staff to resolve problems, such as copyright infringement or royalty sharing with outside producers or distributors.",Core,115,07/2015,Incumbent,0.005443513,1,0.005542258,"Safety, Compliance & Quality",0,0,0.301886793,0,0.358490566,0.339622642,11-2021.00,11,Marketing Managers,Management,TRUE,TRUE,4,134290,26000,1.4,,26000,1.4,TRUE,TRUE,0,0.6603773589999999,0.6603773589999999,TRUE,FALSE,TRUE,0,1,1,0,0.005542258,0.005542258,0,0,0,0,0.45714285761877554,0.00253360365978052,0,0,0.5428571423812245,0.003008654340219481,0.057409423,10,7,0.050298602,0.01365146357868903,0.03664713842131097,0,0.01365146357868903,0.022866918299106438,0,0.013780220122204527,0.050298602,0.27140840969474717,0.7285915903052528,0.4571831806105056,0.8761384346259672,0,0.27140840969474717,0.454623337227274,0,0.27396825307797873,Q4 Higher,0.005443513,1,0,1,1,1
